0
2
4(1/4)       2     1.954032504     1.9088122626
6(1/6)       3     2.8363182847    2.810064751
8(1/8)       4     3.794802949     3.762050674
10(2/5)      5     4.57124477      4.5620740912
12(2/6)      6     5.544630979     5.432352787
14(2/7)      7     6.434303648     6.222103413
16(2/8)      8     7.011746407     6.7981167949
